Year,Month,Day,Hour,Date/Time,Biomass,Hydro,Wind onshore,Wind offshore,PV,Nuclear,Lignite,Hard Coal,Natural Gas,Pump,Others,Consumption,Exportsaldo,Imports,Exports,DE>SE,SE>DE,DE>AT,AT>DE,DE>CH,CH>DE,DE>CZ,CZ>DE,DE>DK,DK>DE,DE>FR,FR>DE,DE>NL,NL>DE,DE>PL,PL>DE,DE>LX,LX>DE,DE>NO,NO>DE,Day-Ahead Spot price €/MWh,Emissions of power production t CO2,Emission factor g/kWh
2020,5,16,6,05/16/2020 05:00:00,5097.7294382832,2273.57008460415,9974.21891512792,3878.33140412108,130.839209061448,5197.30383768651,4199.89929569609,2591.63544576813,7816.30952967654,70.5,2235.71599245992,45688.053152485,-2222,6167,3945,0,0,1114,0,106,1513,627,655,16,1896,930,1826,782,14,0,250,370,13,0,0,14.54,13196.58910945,321.462782375322
2020,5,16,7,05/16/2020 06:00:00,5097.19221313426,2282.92294399635,9393.30343160631,3706.64242496631,2068.65140965026,5204.61404290975,4153.94232301311,2579.78697863204,7751.63728504952,220.25,2227.652093479,47179.5951464369,-2493,6713,4220,0,0,1623,4,119,1722,601,409,8,1889,713,2156,814,67,0,456,342,10,0,0,14.94,13098.6613382034,311.531989163206
2020,5,16,8,05/16/2020 07:00:00,5104.98197779387,2305.75492427731,7908.34303151469,3497.65197117375,7354.83383702865,5209.90763979555,4115.47272228411,2621.11212010671,7756.77653931084,285,2224.02333893759,49609.8581022231,-1226,6652,5426,0,0,1675,34,381,2637,987,206,9,1894,23,1595,1875,9,132,269,344,8,0,0,16,13086.1077985703,287.267120176629
2020,5,16,9,05/16/2020 08:00:00,5089.67106104911,2325.5609794608,7675.15684271687,3380.89324576642,15105.5258767922,5194.7830772647,4140.51669054393,2575.74116058557,7290.39529394272,174.5,2229.66806822423,54905.4122963465,277,5922,6199,0,0,2388,35,172,2568,941,198,0,1885,46,1181,1955,9,352,41,345,5,0,0,15.71,12911.2970531304,247.384654219565
2020,5,16,10,05/16/2020 09:00:00,5083.76158441078,2403.40977969588,8635.06394517471,3152.23009644571,22772.4251464971,5159.99658344373,4159.88058352833,2583.25482267187,6858.06329542493,154.75,2226.03931368282,59678.8751509759,3510,3594,7104,0,0,3081,144,372,943,1083,58,44,1885,18,519,1598,44,564,0,344,1,0,0,13.39,12770.1922834164,212.934107988619
2020,5,16,11,05/16/2020 10:00:00,5084.03019698525,2307.40542887594,9559.09624935597,2920.24558294492,27624.054371014,5181.17097098693,4144.38946914081,2604.92884792083,6870.2230493157,221.75,2242.16711164466,62383.461278185,6376,3144,9520,0,0,3266,159,1174,671,1287,55,511,2049,771,185,1869,25,296,0,346,0,0,0,10.08,12803.4014796537,195.958402253669
2020,5,16,12,05/16/2020 11:00:00,5070.86818083624,2287.59937369245,10270.1860009098,2919.22362473567,29181.8761027329,5183.69173140874,4122.70190899829,2595.97025081793,6643.75980542979,114,2237.32877225611,64547.2057518178,6080,3511,9591,0,0,3400,261,1076,612,1278,71,119,1980,1028,231,1941,356,386,0,363,0,0,0,10.85,12679.2014468958,188.673441625572
2020,5,16,13,05/16/2020 12:00:00,5064.95870419791,2326.11114766034,10627.3964923209,2715.5984515417,30014.5145586963,5183.43965536656,4163.49517688542,2602.03897788763,6567.25980542979,139.5,2231.28084802042,64834.5938180069,6801,3881,10682,0,0,3272,256,904,1097,1917,71,0,1885,1990,358,1945,214,282,0,372,0,0,0,13.27,12689.4921182555,186.144872496787
2020,5,16,14,05/16/2020 13:00:00,5066.8389922192,2332.16299785529,11416.3858058468,2486.67981266867,30018.6902781344,5166.04640845607,4172.53166027814,2577.47508260549,6534.25980542979,170.25,2216.76582985476,63386.0866733486,8772,3271,12043,0,0,2996,189,1818,956,1817,55,196,1990,3302,44,1443,37,119,0,352,0,0,0,11.86,12641.8625033778,183.919001068267
2020,5,16,15,05/16/2020 14:00:00,5094.50608738956,2279.6219347991,11950.4078030497,2504.30859177831,28643.4866765098,4949.00893613829,4182.08451415044,2565.04864146275,6400.50980542978,62.75,2221.60416924331,63305.337159951,7548,4226,11774,0,0,2922,147,1653,1046,1669,71,588,2126,3139,825,1344,11,120,0,339,0,0,0,8.87,12600.3511092003,186.553231667051
2020,5,16,16,05/16/2020 15:00:00,5123.51624543227,2349.76838024061,11685.4467929212,2471.86141863448,25739.1346166415,5111.34590730281,4188.02277466566,2585.27773169511,6354.75980542979,88.25,2175.23675010303,59842.6204230664,8030,3518,11548,0,0,3136,80,976,1025,1564,84,1299,1885,1966,399,2181,44,98,0,328,1,0,0,11.24,12542.9406922459,193.820077386147
2020,5,16,17,05/16/2020 16:00:00,5149.30305258135,2319.23404516607,10904.1449361689,2587.59818583256,21166.165069296,5162.76941990772,4267.027458042,2596.83721182788,6397.25980542979,402.5,2169.18882586734,58090.0280101196,5032,3911,8943,0,0,3324,70,586,1311,1538,69,743,1885,933,486,1485,88,0,0,334,2,0,0,11.03,12645.697390848,211.680952959865
2020,5,16,18,05/16/2020 17:00:00,5162.73368130483,2355.27006223602,9408.93459371254,2700.26907840288,15404.5073885624,5128.73915421329,4366.9451458415,2606.0847959341,6778.75980542979,770.75,2207.89554097575,55995.889246613,895,5999,6894,0,0,3010,302,369,1092,1369,150,141,1858,701,2525,734,68,217,0,353,4,0,0,14.5,12956.898254736,243.333621811335
2020,5,16,19,05/16/2020 18:00:00,5153.60085377286,2361.87208063052,8151.77916267725,2800.93196201445,8918.5015759609,5179.91059077602,4893.38484977734,2671.39585868428,7065.50980542979,2250.5,2212.33068541526,55182.7174251387,-3523,7137,3614,0,0,1408,39,247,2586,664,410,88,1717,415,2368,55,9,353,0,384,8,0,0,20.39,13697.8347381831,294.082153456758
2020,5,16,20,05/16/2020 19:00:00,5140.70745019832,2327.21148405942,6168.15906654105,3250.33808453415,3589.72681031357,5263.34776073791,5970.01729970988,2691.04697491,7502.50980542979,4780.75,2219.18499954904,54199.9997359831,-5297,7970,2673,0,0,237,188,115,3263,1305,1648,97,1711,3,1152,136,1,378,0,402,7,0,0,26.09,15062.9960780106,364.353516436862
2020,5,16,21,05/16/2020 20:00:00,5132.64907296424,2378.10204251698,5304.34517375264,3181.86688451409,702.912772085441,5281.24515973276,6621.67684494483,2689.6020398934,7788.00980542979,5759.25,2219.58819449808,52552.2479903322,-5493,8496,3003,0,0,29,1272,107,3257,713,589,107,1689,0,1592,1104,1,543,85,400,11,0,0,28.58,15879.3823460461,411.340477169169
2020,5,16,22,05/16/2020 21:00:00,5121.09873226205,2383.87880861217,5166.73969750601,2752.89992617949,5.84600721338386,5289.56366912473,6935.37191129208,2658.39144353491,8134.4280456102,5850,2224.82972883568,51868.0479701707,-5345,9070,3725,0,0,9,2089,24,3174,891,436,173,1763,11,1362,1431,9,777,217,409,20,0,0,29.42,16333.8826573083,429.70176962534
2020,5,16,23,05/16/2020 22:00:00,5101.49001432577,2278.24651430025,5315.10761323562,2715.08747243707,0,5300.15086289633,6809.63569951339,2755.2020896469,8145.8010433869,4932,2222.81375409045,50303.5350638327,-4728,10376,5648,0,0,266,1288,195,3180,766,1031,146,1735,460,2930,2810,6,583,178,422,28,0,0,26.5,16277.0366144691,427.635373945692
2020,5,16,24,05/16/2020 23:00:00,5103.63891492152,2208.10006885874,5835.80468536438,3192.08646660664,0,5250.74395862887,6160.81619191615,3121.34862285255,7871.2150404225,2869.25,2187.73579352345,47900.7397430948,-4100,9219,5119,0,0,46,945,142,2942,568,860,150,1811,712,2040,2731,97,372,492,398,32,0,0,23.08,15717.1637780601,408.512752220549
2020,5,17,1,05/17/2020 00:00:00,5094.23747481509,2272.1946641053,6522.55082380192,3657.07745181746,0,5187.72494808363,5059.91432944316,3297.05272087072,7175.61654672185,1306.5,2185.71981877822,45034.5887784374,-3276,7037,3761,0,0,15,855,291,1841,618,692,25,1885,125,1633,2153,59,168,39,366,33,0,0,18.93,14396.7788222232,377.454644462245
2020,5,17,2,05/17/2020 01:00:00,5107.13087838963,2258.71554321654,7694.63173320987,3641.49258912633,0,5185.96041578837,4345.77395617855,3184.63677657949,7013.74779208997,714.25,2150.23866326218,41784.5783478409,-488,6940,6452,0,0,453,1338,785,1227,475,872,232,1885,386,1478,3687,105,86,5,348,30,0,0,17.79,13412.9364947184,348.943413829723
2020,5,17,3,05/17/2020 02:00:00,5105.51920294281,2191.31993877274,8437.75255465348,3720.18337123893,0,5185.20418766182,4197.57562853796,3045.63402798287,6801.26829171942,357.5,2151.44824810931,41132.4054516193,61,5813,5874,0,0,616,372,715,1345,536,812,199,1894,737,1238,2643,129,87,0,341,23,0,0,15.15,13060.8656012575,337.265661387869
2020,5,17,4,05/17/2020 03:00:00,5120.83011968758,2147.85665100898,9129.87991283251,3649.15727569574,0,5179.15436264948,4149.03680345707,3045.05605397623,6611.84628579062,186,2149.83546831313,41696.6529334113,-328,7349,7021,0,0,763,0,820,1169,638,897,164,1918,522,3293,3749,43,24,14,341,15,0,0,13.66,12933.6932651764,331.263246072336
2020,5,17,5,05/17/2020 04:00:00,5131.84323524083,2184.99300447801,8883.1125504014,3463.92735026835,0.556762591750844,5178.14605848076,4180.79358795148,3044.47807996959,6524.54703894029,158.25,2149.43227336408,40665.0799416866,235,4571,4806,0,0,1249,56,1025,1431,808,1001,490,1910,8,156,859,1,25,0,342,16,0,0,11.89,12933.5480254768,334.583649271255
2020,5,17,6,05/17/2020 05:00:00,5134.26074841105,2166.01220159384,8895.15623267997,3469.54812041925,128.33377739857,5222.25936586242,4206.61211193068,3033.78556084678,6524.28078245566,199.25,2190.96135311582,40769.4602547141,401,4466,4867,0,0,1157,43,981,1077,702,1194,324,1916,27,215,1283,1,46,0,347,20,0,0,12.62,13013.3584884065,334.708527192889
2020,5,17,7,05/17/2020 06:00:00,5140.97606277279,2212.2263303553,8266.06602004409,3195.40783078671,2095.93277664605,5205.11819499412,4236.30341450675,3064.70717020195,6358.64128949612,213.25,2192.17093796296,40901.8000277669,1279,5156,6435,0,0,1347,89,595,1298,1110,1223,667,1944,12,555,2158,24,220,0,326,23,0,0,8.52,13010.0784945959,326.318823116166
2020,5,17,8,05/17/2020 07:00:00,5146.88553941112,2085.41256036105,6923.06732170411,3133.57935912681,7340.35800964313,5206.6306512472,4162.46243592625,3211.22358088487,6243.72729246052,319,2204.66998138338,43551.0167321485,2426,4377,6803,0,0,1801,21,239,1149,839,663,713,1956,152,573,2444,1,288,0,327,14,0,0,11.9,13021.5967657799,299.872466240286
2020,5,17,9,05/17/2020 08:00:00,5138.55854960257,2090.91424235646,6638.37517252348,3220.44580691345,14843.2906960775,5195.79138143342,3665.71403456649,3121.34862285255,6235.81329542493,716.25,2166.76965617306,48934.2714579239,4099,3588,7687,0,0,2195,175,1327,729,849,297,394,1340,243,933,1876,100,478,0,325,14,0,0,11.61,12338.4240879631,247.726598963241
2020,5,17,10,05/17/2020 09:00:00,5147.42276456006,2120.34824103192,7299.49645504917,3446.0430816064,22782.4468731487,5184.1958834931,3716.8347120453,3119.03672682599,6172.82554746295,405.25,2152.25463800741,53082.154923231,8464,1888,10352,0,0,2903,0,1091,464,1117,231,373,251,1415,917,2483,13,640,0,330,12,0,0,8.08,12344.4402702003,211.313325174505
2020,5,17,11,05/17/2020 10:00:00,5133.45491068765,2104.94353144476,8011.86744939856,3535.71991446849,28847.8185476824,5153.44260634702,3798.93761829915,2715.89985719547,5922.99354894515,171.5,2090.56581080337,55977.143795272,11510,1654,13164,0,0,3107,13,1255,98,1751,139,554,48,2757,1140,2791,210,613,0,336,6,0,0,1.97,11927.7093226787,185.086621683975
2020,5,17,12,05/17/2020 11:00:00,5110.8914544322,2100.54218584843,8658.12631549537,3827.99996231529,31845.4283416689,5112.85836355589,3683.78700135192,2600.59404287104,5722.75980542979,163,2027.26420380315,59648.251676772,11205,1382,12587,0,0,2876,0,1268,88,1970,50,542,377,3062,790,2056,74,465,0,348,3,0,0,0.08,11543.1720681622,170.680720877912
2020,5,17,13,05/17/2020 12:00:00,5078.38933292139,2112.37080213857,9172.92967076441,4116.44766687739,32347.906580724,5081.60093432546,3666.74677552565,2601.46100388099,5740.50980542979,130,2024.03864421079,59380.4012167985,12692,773,13465,0,0,2969,10,840,62,2020,100,259,239,5482,361,1223,1,309,0,363,0,0,0,0.96,11528.1172804065,167.326134222535
2020,5,17,14,05/17/2020 13:00:00,5023.86098030407,2081.28629886449,9599.32727313757,4566.36476850172,31872.4313273688,4697.18496999953,3691.79074378548,2569.09445950922,5777.25980542979,5.5,2024.84503410888,59314.9456610096,12594,1805,14399,0,0,2717,0,830,163,2020,100,1493,368,5780,1172,1097,1,124,0,338,1,0,0,-5.19,11544.1762405811,167.645843885037
2020,5,17,15,05/17/2020 14:00:00,5046.15582398504,2046.07553409385,10900.044959223,4787.61872080533,30299.2986243768,4263.61417744833,3660.55032977065,2537.30588914409,5751.00980542979,0,2045.81117145927,58410.4850357361,12927,42,12969,0,0,2162,0,840,40,2096,0,2100,0,3946,0,1506,1,0,0,319,1,0,0,-16.76,11510.5571819859,168.428436073462
2020,5,17,16,05/17/2020 15:00:00,5064.69009162344,2052.1273842888,11800.2461474062,4697.1754192863,26930.6065629883,4313.52523380015,3548.23975046114,2544.8195512304,5769.50980542979,0.5,2030.89295834457,56710.3329048591,12042,428,12470,0,0,2914,0,940,140,2066,18,2100,0,2483,268,1655,1,0,0,312,1,0,0,-14.9,11375.447685403,172.767539614355
2020,5,17,17,05/17/2020 16:00:00,5077.04627004904,2083.21188756288,12923.1273334634,4711.99381332049,22262.9873750451,4668.70037723309,3174.64570848215,2558.11295338309,5781.25980542979,25.75,2036.13449268217,55495.9700166513,9807,666,10473,0,0,2723,14,873,172,1961,41,1131,35,1436,402,1901,1,129,0,319,1,0,0,-2.06,10992.5540788257,176.077533036318
2020,5,17,18,05/17/2020 17:00:00,5082.14990896396,2106.86912014316,13065.3452837742,4757.98193273695,16256.632535237,5080.59263015673,3380.16115935656,2546.55347325031,5828.75980542979,211.75,2036.94088258026,53052.7367316289,7301,1621,8922,0,0,2725,292,947,252,2009,100,765,82,65,880,1848,14,215,0,348,1,0,0,6.41,11226.3225694603,195.511389364335
2020,5,17,19,05/17/2020 18:00:00,5085.64187243207,2136.02803471884,12739.6533651346,5042.34180446203,9417.63923946553,5148.14900946123,3763.56624044765,2468.8159693574,6337.75980542979,1284.75,2085.72747141482,54590.0728123239,920,4368,5288,0,0,1380,4,210,1606,1266,75,218,686,246,1496,1453,453,136,47,379,1,0,0,16.05,11848.9474036869,230.413239584626
2020,5,17,20,05/17/2020 19:00:00,5085.10464728313,2178.94115428306,11017.6630478584,4776.88815960816,3695.51170274623,5168.56716887788,4507.13973104854,2516.78781190842,6782.50980542979,2261.5,2085.72747141482,52988.3407004584,-2912,8077,5165,0,0,1216,11,35,3948,1197,250,244,1427,957,1974,769,436,345,29,402,2,0,0,20.51,12865.2680676486,285.283342554617
2020,5,17,21,05/17/2020 20:00:00,5080.26962094267,2230.38188094016,8883.88129607876,4666.26118345635,708.758779298825,5220.49483356715,5494.95645849264,2714.16593517555,7106.75980542979,4671.25,2110.72555825567,52325.9053516376,-3438,8494,5056,0,0,1295,0,35,3954,1514,326,134,1752,228,1869,807,589,634,0,409,4,0,0,22.18,14262.9446204267,343.418490517702
2020,5,17,22,05/17/2020 21:00:00,5066.30176707026,2094.49033565348,8367.79669801413,4662.42884017164,6.12438850925929,5192.76646892725,5631.79463558239,2728.3262983382,7496.21079727768,3400,2114.35431279709,52267.5945423414,-5507,9274,3767,0,0,416,384,35,3982,1316,337,4,1796,117,2314,966,377,502,79,411,5,0,0,23.95,14573.3182209027,358.249991574309
2020,5,17,23,05/17/2020 22:00:00,5035.9485461552,2107.14420424293,8472.34611013447,4727.32318645931,0,5191.00193663198,5263.10611315945,2946.51148584432,7589.53054375745,3634.75,2124.43418652323,50763.0963129084,-3671,7848,4177,0,0,284,388,45,3107,1671,381,34,1754,167,1541,1299,351,257,322,420,4,0,0,23.22,14402.3038939843,352.538641350076
2020,5,17,24,05/17/2020 23:00:00,5025.20404317642,2049.92671149064,8618.92028595025,4800.90417752564,0,5164.53395220299,4484.16124470705,3187.23765960936,7507.48554005194,2416.75,2113.54792289899,48034.6715376133,-2666,6370,3704,0,0,566,169,80,2278,1124,404,25,1825,304,1198,1214,58,0,436,391,2,0,0,20.54,13700.1439455295,338.378185195391
2020,5,18,1,05/18/2020 00:00:00,5036.48577130414,2102.46777454683,8713.47600426497,4743.9300073597,0,5169.32339700442,4163.23699164563,3125.39444089902,7515.99378764337,546.25,2103.46804917284,45390.0262238409,-2170,6099,3929,0,0,1018,4,290,2358,1023,277,77,1885,350,991,804,1,0,581,367,2,0,0,18,13287.4076958108,329.342978780891
2020,5,18,2,05/18/2020 01:00:00,5041.05218507012,2013.06544212138,8891.3125042932,4871.4192939642,0,5171.08792929969,4435.36423438637,3034.94150886005,7287.48153560534,315.25,2109.11277845949,45890.0874120598,-2720,6548,3828,0,0,986,114,546,1374,1131,108,21,1885,155,1782,638,1039,0,245,351,1,0,0,15.54,13434.2952888787,331.706037208145
2020,5,18,3,05/18/2020 02:00:00,5059.58645270852,1987.48262084271,8824.68787892239,4585.01550582061,0,5173.10453763714,4336.73747278583,3015.00140563102,7657.79303449369,154.75,2105.08082896903,46174.2397378109,-3275,8505,5230,0,0,1859,447,394,1692,1393,125,120,1890,546,2719,571,1230,0,400,347,2,0,0,14.01,13442.3896052229,332.932833501955
2020,5,18,4,05/18/2020 03:00:00,5062.27257845321,1991.60888233927,9022.25551800274,4392.63187292844,0,5217.97407314534,4690.19306606105,3068.75298824842,7734.01028282621,232.25,2096.61373503906,46698.5629970437,-3190,9141,5951,0,0,1941,121,392,1922,1245,613,129,1852,1401,3615,487,969,0,47,356,2,0,0,12.95,13885.8725899855,339.668961429425
2020,5,18,5,05/18/2020 04:00:00,5062.00396587874,1943.74424897918,8898.23121538939,3766.93795931233,0.278381295875422,5184.1958834931,4842.52235753832,3147.64644015461,7765.68653189984,56.75,2100.64568452952,48445.6426684709,-5677,10834,5157,0,0,1821,355,511,2456,1206,392,263,1885,765,3602,228,1724,0,418,363,2,0,0,13.97,14140.2886868521,351.516258614294
2020,5,18,6,05/18/2020 05:00:00,5073.82291915541,1974.00349995395,8897.71871827116,2918.71264563104,131.395971653199,5193.01854496943,5508.89846144141,3327.68534322258,8432.22753115874,133.5,2157.09297739596,50827.0766128529,-7079,10102,3023,0,0,283,10,456,2520,881,573,118,1719,57,3054,837,1979,0,245,391,2,0,0,17.98,15343.5764945826,374.169057555812
2020,5,18,7,05/18/2020 06:00:00,5037.82883417648,2090.08899005715,8722.44470383412,2249.07452901699,2008.24266844529,5212.42840021736,6534.92660437472,3256.88352740933,9421.94053634644,1206.75,2177.25272484826,55467.8615187262,-7550,9897,2347,0,0,580,14,0,3145,1025,452,115,1478,0,2651,40,2094,179,61,408,2,0,0,24.96,16804.3515397458,383.087894085639
2020,5,18,8,05/18/2020 07:00:00,5005.86393781461,2171.23879948948,7036.5854333936,1888.57877070244,6944.2214256124,5311.24220875229,7285.47109645,3422.18409330801,9704.28054375745,4172,2241.76391669561,61467.4302259759,-6284,9157,2873,0,0,94,0,0,3150,669,582,537,697,0,2759,529,1968,600,0,444,1,0,0,27.94,17974.5184348169,375.579782518532
2020,5,18,9,05/18/2020 08:00:00,5001.56613662309,2290.62529878993,5192.10830485875,2312.69142754308,14063.8230676263,5300.90709102287,7568.95848974159,3499.05463619097,9787.28454820405,4551.75,2240.55433184847,65084.3233324491,-3275,8191,4916,0,0,448,3,20,3153,754,488,803,79,1118,2508,678,1958,623,0,472,2,0,0,29.91,18375.2481114692,340.795791532848
2020,5,18,10,05/18/2020 09:00:00,4997.26833543158,1989.4082095411,5179.0396283437,2803.7423470899,21193.1680549959,5193.52269705379,6986.2344035311,3522.75157046315,9464.00980542979,1722.25,2235.31279751088,66766.7078493909,-1480,8573,7093,0,0,2658,1,106,2762,818,299,1063,28,1095,3435,193,2045,685,0,475,3,0,0,22.96,17633.5213736218,293.211659545094
2020,5,18,11,05/18/2020 10:00:00,4996.1938851337,2009.76443292413,6437.22005361546,2813.96192918245,26474.3396190485,5177.38983035421,5528.00416918602,3544.42559571211,8934.75980542979,569.25,2219.58819449808,68458.8975150845,246,7967,8213,0,0,3084,443,442,1402,778,216,1265,46,1442,4034,181,1822,550,0,471,4,0,0,18.91,15837.118511879,245.067101455164
2020,5,18,12,05/18/2020 11:00:00,4984.64354443151,1952.54694017184,7864.52452790543,3111.09627852321,29903.7188029378,4919.26396316094,4697.93862325481,3460.33037774617,8792.50980542979,282.5,2171.20480061257,69866.2776641741,2274,7876,10150,0,0,3317,327,796,1212,938,213,1312,138,2528,4080,215,1903,565,0,479,3,0,0,16.9,14727.7643200989,215.717047296792
2020,5,18,13,05/18/2020 12:00:00,4973.36181630379,1950.34626737368,9715.92036753648,3521.92347864355,31518.0519377194,4711.55330440385,4433.29875246803,3351.67126449809,8533.00980542979,55.25,2124.03099157419,72341.4179859508,2547,7215,9762,0,0,3203,254,663,1258,910,100,1286,288,2635,3384,0,1927,586,0,479,4,0,0,15.36,14187.8952707016,199.486893782453
2020,5,18,14,05/18/2020 13:00:00,4972.28736600591,2042.22435669706,10323.9981983246,3711.24123690796,31553.6847435915,4933.63229756525,4458.08453548806,3321.03864214623,8060.25980542979,53.25,2114.35431279709,72395.0554949535,3149,7954,11103,0,0,4116,247,727,947,1048,246,967,516,3186,4083,0,1912,586,0,473,3,0,0,14.04,14001.5935572216,195.071222848392
2020,5,18,15,05/18/2020 14:00:00,4976.31655462296,2110.1701293404,11301.5864513617,3490.75375326128,29733.3494498621,4959.34405386771,4541.99473842046,3482.87136400508,8302.00980542979,3.5,2103.87124412189,70874.7675442933,4131,7458,11589,0,0,4396,33,1040,697,1477,325,600,0,3031,4771,0,1629,586,0,459,3,0,0,13.26,14297.6104319938,200.341251541503
2020,5,18,16,05/18/2020 15:00:00,5005.86393781461,2003.4374986294,11961.93898821,3391.36831741128,26730.4504112539,4951.5296965601,4424.7786395549,3511.19209033038,8148.25980542978,7.5,2113.95111784804,70216.2705030424,2034,9162,11196,0,0,4428,333,1042,587,1665,420,526,333,2522,4447,1,3038,567,0,445,4,0,0,12.85,14152.7269471213,206.186041417579
2020,5,18,17,05/18/2020 16:00:00,5007.74422583589,2103.01794274637,11587.5598433379,3398.77751442837,21860.1696399134,4986.56826642325,4498.6196181354,3600.48907435607,8347.75980542979,82,2119.19265218564,68811.8985827921,-1220,10977,9757,0,0,4321,0,718,711,1265,445,205,962,2267,5569,1,3285,542,0,438,5,0,0,13.44,14390.7690370232,224.926961628924
2020,5,18,18,05/18/2020 17:00:00,5006.66977553802,2099.16676534958,11135.2811364938,3553.60418313044,15268.3789348793,5168.3150928357,5246.06588733318,3609.15868445565,8697.00980542978,282.75,2122.418211778,65724.8184772234,-3536,10477,6941,0,0,3500,202,312,1504,822,409,464,1296,762,4324,42,2735,576,0,463,7,0,0,19.07,15348.1506669516,262.207881988285
2020,5,18,19,05/18/2020 18:00:00,5004.52087494226,2078.26037376701,9849.68211539633,3960.59903996607,8760.65938119953,5210.15971583774,7017.73300278572,3614.64943751871,9481.25980542979,1678.25,2126.85335621751,63286.6271030607,-4504,10674,6170,0,0,2826,0,174,2735,835,762,213,1363,755,3676,88,2086,796,43,483,9,0,0,22.81,17583.580199627,326.482343709823
2020,5,18,20,05/18/2020 19:00:00,5011.77341445294,2176.74048148489,8282.97842494591,3941.43732354255,3431.8846155522,5249.73565446014,7687.98188528569,3832.83462502484,9869.00980542979,4166,2203.86359148529,62126.2398216643,-6272,10227,3955,0,0,1101,3,4,3125,702,681,578,1480,0,2922,115,1690,962,318,493,8,0,0,25.95,18743.2789151876,386.450848363332
2020,5,18,21,05/18/2020 20:00:00,5004.52087494226,2154.1835853037,7041.96665313509,3917.16581607275,670.620541763892,5264.35606490664,7758.72464098869,4258.8014679176,9974.75980542979,4047.75,2265.55241868933,60334.4018691497,-7976,10457,2481,0,0,1,319,48,3150,578,1046,368,1608,0,2363,54,1524,962,438,470,9,0,0,31.9,19303.304035578,426.918754324822
2020,5,18,22,05/18/2020 21:00:00,4991.35885879325,2116.49706363513,7058.11031235955,3870.15573844704,6.68115110101013,5271.16211804552,7764.9210867437,4223.25606650931,9967.50980542979,3674.25,2255.06935001413,58229.9715510784,-7031,10293,3262,0,0,85,1,0,3121,715,1106,634,1603,0,2760,403,1440,962,251,463,11,0,0,26.08,19260.2355947876,432.450496032465
2020,5,18,23,05/18/2020 22:00:00,4961.27425045266,2201.77313456402,7351.51491255022,4024.47142804448,0,5219.48652939843,7478.33547057461,3822.72007990866,9566.75980542978,1327.75,2249.02142577844,55594.1070367013,-7391,11946,4555,0,0,1048,0,138,3115,702,1147,604,1669,252,3938,379,1841,962,224,470,12,0,0,23.99,18460.8392599061,419.342526948556
2020,5,18,24,05/18/2020 23:00:00,4972.01875343144,2076.88495326816,6840.81153422708,3555.13712044432,0,5159.74450740155,6217.61694467038,3287.22716275786,9079.08779950098,1628.75,2215.95943995667,51103.2382156585,-6070,11694,5624,0,0,1705,344,86,2987,753,1644,442,1871,583,2871,658,1961,962,1,435,15,0,0,21.04,16425.8909894457,402.765027763891
2020,5,19,1,05/19/2020 00:00:00,4958.85673728244,2066.43175747688,6231.1962120842,3382.68167263261,0,5153.19053030484,5245.2913316138,3204.57687980852,8986.3870463513,1151,2145.40032387362,47998.0124914282,-5473,9659,4186,0,0,1654,200,240,663,1023,51,151,1814,119,4493,46,2418,523,0,430,20,0,0,17.05,15167.9799726262,389.8057174344
2020,5,19,2,05/19/2020 01:00:00,4969.60124026122,2082.93680346311,5763.79884025209,3463.92735026835,0,5159.74450740155,4938.82545198072,3123.37153187578,8768.48954449855,324,2131.69169560606,47833.3869656074,-7107,10468,3361,0,0,1410,127,352,810,756,2,9,1819,67,4740,69,2949,283,0,415,21,0,0,16.13,14664.9266143171,386.443254451199
2020,5,19,3,05/19/2020 02:00:00,4982.22603126129,2120.89840923146,5915.49798725023,3523.96739506206,0,5166.55056054043,4862.91899148188,3107.47724669322,8759.53879134887,111.75,2138.94920468889,49032.7746175583,-8343,11664,3321,0,0,1367,100,349,875,732,8,30,1785,155,5422,277,3401,0,55,411,18,0,0,16.16,14578.4030114125,383.011547773045
2020,5,19,4,05/19/2020 03:00:00,5009.62451385718,2106.86912014316,6179.43400314227,3614.92167568571,0,5166.55056054043,4902.93770364964,3088.11511747082,8777.30929097832,23,2122.82140672705,50077.5833921946,-9086,11919,2833,0,0,1041,100,326,1026,700,396,14,1778,194,5274,141,3318,0,9,417,18,0,0,15.74,14585.0340481975,379.823280555953
2020,5,19,5,05/19/2020 04:00:00,5033.53103298497,2115.39672723605,6429.53259684191,3757.48484587673,0.556762591750844,5169.5754730466,5055.00880988711,3071.06488427497,8756.04703894029,72.75,2141.77156933221,51267.7197410126,-9665,12289,2624,0,0,667,43,74,1403,543,434,56,1802,347,4972,509,3491,0,132,428,12,0,0,17.01,14761.1952878712,379.466571255167
2020,5,19,6,05/19/2020 05:00:00,5069.79373053836,2100.26710174866,6448.49499021668,3920.23169070052,132.509496836701,5172.85246159496,5567.76469611398,3068.17501424178,9766.72328801392,103.5,2178.05911474635,51671.3715847519,-8143,11128,2985,0,0,741,28,50,1786,451,781,84,1775,269,3770,744,2976,198,0,448,12,0,0,18.53,15744.5848145558,386.142277872693
2020,5,19,7,05/19/2020 06:00:00,5070.3309556873,2162.16102419705,6276.29595848906,3788.14359215436,1884.91975437248,5168.06301679352,7158.70214371214,2811.8435422975,11255.8502902372,1654.25,2172.81758040875,57216.3778583494,-7813,10468,2655,0,0,800,25,67,2705,755,838,55,1558,0,2856,0,2478,533,0,445,8,0,0,22.26,17818.2454768358,397.605865279295
