Year,Month,Day,Hour,Date/Time,Biomass,Hydro,Wind onshore,Wind offshore,PV,Nuclear,Lignite,Hard Coal,Natural Gas,Hydro pump,Others,Consumption,Exportsaldo,Imports,Exports,DE>SE,SE>DE,DE>AT,AT>DE,DE>CH,CH>DE,DE>CZ,CZ>DE,DE>DK,DK>DE,DE>FR,FR>DE,DE>NL,NL>DE,DE>PL,PL>DE,DE>LX,LX>DE,DE>NO,NO>DE,DE>BE,BE>DE,Day-Ahead Spotpreis €/MWh,Emissions of power production t CO2,Emission factor g/kWh
2022,4,27,11,27.04.2022 10:00,5058,1839,855,95,23985,3988,14031,8691,10478,348,2166,68613,2921,7387,10308,0,0,1765,163,2000,169,2581,370,687,1598,1443,652,1101,2304,242,50,489,0,0,1081,0,1000,225,29716,438
2022,4,27,12,27.04.2022 11:00,5066,1792,1215,105,27993,3987,13745,8566,9875,213,2181,69464,5272,6188,11459,0,0,2186,61,2085,87,2585,364,929,1596,2291,202,648,1617,139,34,485,0,0,1218,111,1009,214,29094,409
2022,4,27,13,27.04.2022 12:00,5069,1862,1676,109,29460,3984,13568,8058,9014,123,2120,68979,6063,5605,11668,0,0,2302,45,2299,327,2401,459,704,649,2136,471,791,1999,547,2,488,0,0,653,0,1000,208,28075,393
2022,4,27,14,27.04.2022 13:00,5070,1784,2088,73,28288,3980,13803,7575,8257,143,2117,68042,5137,4887,10023,0,0,2663,168,2094,97,2347,196,460,148,807,853,704,2641,360,0,491,0,0,272,97,512,201,27665,397
2022,4,27,15,27.04.2022 14:00,5078,1834,2348,56,26553,3977,13779,7320,8074,20,2089,68528,2600,6585,9185,0,0,1902,78,2430,439,2224,159,251,119,648,2131,494,2737,745,0,488,0,0,362,3,560,193,27321,403
2022,4,27,16,27.04.2022 15:00,5100,1864,2700,37,23846,3975,13750,7002,7872,16,2105,67197,1072,7099,8171,0,0,1885,117,2385,396,2182,105,93,289,123,2293,80,2682,651,5,491,0,0,376,281,836,191,26982,416
2022,4,27,17,27.04.2022 16:00,5109,1911,2916,78,20017,3971,13746,7054,8023,197,2072,64691,403,7263,7666,0,0,2339,0,1175,21,2585,42,326,275,399,2678,22,2658,301,0,497,0,0,831,22,758,191,27034,438
2022,4,27,18,27.04.2022 17:00,5101,1822,3054,114,14408,3969,13939,7770,9022,413,2027,63418,-1780,8355,6575,0,0,2123,0,1382,235,1787,61,70,570,300,2535,49,2700,269,36,512,0,0,1400,83,818,206,28141,484
2022,4,27,19,27.04.2022 18:00,5097,1905,3086,218,7982,3969,14059,8258,10676,506,2032,63359,-5569,9820,4251,0,0,1075,0,1064,992,860,119,0,1348,369,1664,74,3439,221,28,523,0,0,1400,65,830,239,29290,541
2022,4,27,20,27.04.2022 19:00,5092,2016,2962,273,2604,3968,14090,8316,11562,1608,2113,62906,-8302,11307,3006,0,0,974,123,436,2838,402,164,0,1406,269,1428,177,2985,193,6,532,1,0,1400,23,956,268,29803,597
2022,4,27,21,27.04.2022 20:00,5099,2141,3208,290,214,3971,14121,8356,11598,1889,2129,61284,-8268,11717,3449,0,0,877,279,467,3019,711,126,0,781,328,2298,284,2995,218,1,524,9,0,1400,40,809,266,29903,622
2022,4,27,22,27.04.2022 21:00,5095,1937,4023,303,0,3974,14132,8326,11567,1750,2133,59482,-6243,9088,2845,0,0,810,534,550,1261,165,0,0,777,0,2104,488,2354,30,121,496,17,0,1400,306,520,255,29882,615
2022,4,27,23,27.04.2022 22:00,5086,1988,4579,403,0,3977,14116,8234,11400,487,2104,56618,-4244,8927,4683,0,361,0,138,1273,39,677,185,55,1719,924,2187,920,1925,22,764,475,24,0,1400,337,185,235,29695,605
2022,4,27,24,27.04.2022 23:00,5081,1929,4785,470,0,3981,13876,8047,10652,161,2136,53267,-2149,7716,5567,0,499,0,458,1769,96,1075,119,22,1865,1686,883,397,1549,80,854,438,26,0,1367,100,0,203,29042,601
2022,4,28,1,28.04.2022 00:00,5063,1906,4611,511,0,3984,13983,7817,9294,139,2145,50278,-827,7194,6367,0,615,949,144,1675,451,1074,336,137,2314,1852,25,57,688,0,1181,398,32,7,1404,218,4,215,28486,608
2022,4,28,2,28.04.2022 01:00,5038,1845,4114,681,0,3991,13850,7772,8931,39,2120,49270,-888,6771,5883,0,615,826,189,1832,375,999,463,62,2485,1336,130,137,44,0,1038,377,33,30,1399,284,0,202,28129,613
2022,4,28,3,28.04.2022 02:00,5014,1906,3529,772,0,3994,13848,7708,8900,16,2099,49019,-1233,6651,5417,0,615,577,132,1520,7,989,559,125,2503,1257,125,135,52,0,1158,374,37,25,1399,415,64,198,28034,618
2022,4,28,4,28.04.2022 03:00,5022,1784,3287,892,0,3994,13850,7665,8930,95,2084,49325,-1723,6596,4873,0,615,805,65,1276,0,931,344,100,2476,1115,213,75,560,0,886,376,38,31,1399,164,0,201,27989,621
2022,4,28,5,28.04.2022 04:00,5019,1844,3182,1116,0,3993,13839,7630,8912,209,2102,50624,-2779,7883,5104,0,615,1265,139,1544,4,1163,386,206,2469,123,482,214,1314,0,767,389,30,10,1399,190,278,202,27970,620
2022,4,28,6,28.04.2022 05:00,5012,1891,3055,1193,9,3998,14099,7828,9402,357,2109,52873,-3921,9508,5587,0,577,1310,89,1375,29,1601,415,230,2130,313,1489,155,2081,9,703,422,24,0,1400,172,571,218,28607,622
2022,4,28,7,28.04.2022 06:00,5007,1768,3098,1096,944,4000,14198,7956,9879,2054,2125,58024,-5899,10165,4266,0,0,318,98,937,697,950,235,260,1517,1250,3074,62,2204,2,178,464,24,0,1400,23,738,255,29016,615
2022,4,28,8,28.04.2022 07:00,5019,1786,2722,1123,5693,3997,14287,8061,9992,2507,2138,62534,-5210,9989,4779,0,0,98,120,413,2527,887,352,197,1255,755,2398,638,1905,1037,23,511,11,0,980,243,418,283,29262,566
2022,4,28,9,28.04.2022 08:00,5022,1718,1562,1148,14145,3994,14299,8123,9620,1369,2150,64595,-1446,6493,5048,0,0,342,191,898,1404,787,299,445,1120,425,1123,494,1192,992,52,525,0,49,789,91,323,279,29207,498
2022,4,28,10,28.04.2022 09:00,5017,1789,1116,1085,23610,3990,14274,8045,9128,1203,2160,66441,4976,4004,8980,0,0,1932,65,1953,85,1451,195,446,1548,1516,345,55,850,641,124,518,0,13,763,455,29,251,28949,432
2022,4,28,11,28.04.2022 10:00,5010,1791,1341,930,30795,3971,14278,7600,7172,516,2018,67982,7440,3006,10446,0,0,1584,13,2000,0,1875,187,158,1613,3161,146,507,21,541,261,495,0,4,764,121,1,225,27649,386
2022,4,28,12,28.04.2022 11:00,5015,1964,1802,836,34210,3959,14102,7349,5894,124,1787,69357,7684,3628,11312,0,0,833,2,2000,0,2505,225,196,1492,3756,26,1016,36,499,178,484,0,8,669,15,1000,214,26421,359
2022,4,28,13,28.04.2022 12:00,5036,1867,2215,794,35092,3956,13911,7255,5636,73,2123,69682,8277,3703,11980,0,0,1689,6,1976,1,2233,368,204,1637,3452,229,1451,0,503,111,472,0,0,656,0,695,208,26565,357
2022,4,28,14,28.04.2022 13:00,5044,1824,2910,796,35378,3948,13769,7038,5585,19,2108,70384,8035,2664,10699,0,0,1535,1,2000,0,1890,197,177,1536,3056,55,885,0,353,358,452,0,4,484,347,33,200,26190,350
2022,4,28,15,28.04.2022 14:00,5054,1898,3562,950,34374,3956,13761,6604,5559,35,2104,69999,7858,3514,11372,0,0,2424,0,1800,558,2640,432,343,1818,2856,102,85,305,206,106,441,0,7,17,570,176,197,25817,347
2022,4,28,16,28.04.2022 15:00,5081,1884,3915,1128,31082,3955,13803,6719,5677,116,2104,67137,8329,3368,11698,0,0,3211,14,2038,38,2240,448,451,1900,2206,183,175,321,344,114,444,0,36,97,553,253,196,26004,361
2022,4,28,17,28.04.2022 16:00,5085,1918,4197,1209,25884,3954,13859,7183,5975,122,2084,65113,6358,4262,10620,0,0,2474,5,1837,56,2364,277,598,2010,1830,308,60,818,500,45,450,0,0,624,507,119,197,26530,389
2022,4,28,18,28.04.2022 17:00,5087,1908,4149,1189,18101,3955,14173,7784,6722,628,2044,62993,2747,6038,8785,0,0,2662,0,1813,129,2432,316,469,2216,614,774,30,1145,194,0,469,0,40,1191,62,267,218,27595,445
2022,4,28,19,28.04.2022 18:00,5079,1879,3956,1234,9425,3955,14207,8030,8978,2172,2039,62252,-1299,6588,5289,0,0,1199,40,1492,379,1296,240,96,1725,84,645,55,1675,243,189,506,0,0,1400,318,295,255,28659,514
2022,4,28,20,28.04.2022 19:00,5079,1849,3589,1322,2861,3955,14194,8090,9464,3559,2048,61757,-5748,9237,3489,0,0,276,3,723,1495,826,442,202,1819,155,1570,232,1982,273,25,538,0,0,1400,264,501,279,28887,585
2022,4,28,21,28.04.2022 20:00,5068,1973,4341,1369,199,3956,14228,8096,9540,3515,2058,60287,-5944,10339,4395,0,0,251,32,577,1998,1354,567,275,1694,653,2092,94,1787,626,171,531,6,0,1320,34,672,285,28974,605
2022,4,28,22,28.04.2022 21:00,5097,1934,5588,1380,0,3959,14234,8066,9342,1715,2044,58795,-5437,8507,3070,0,0,607,39,507,383,824,258,163,2086,138,2196,92,1504,46,34,504,16,0,1400,189,591,269,28859,592
2022,4,28,23,28.04.2022 22:00,5103,1929,5945,1216,0,3969,14263,7995,9175,549,2048,55217,-3027,9074,6047,0,15,1422,79,1376,657,1376,381,441,2426,75,1879,386,1777,51,58,484,22,0,1400,436,380,254,28779,588
2022,4,28,24,28.04.2022 23:00,5096,1982,5754,986,0,3972,14221,7961,8178,434,2058,51819,-1177,7724,6548,0,615,2005,134,1612,0,1338,364,272,2413,442,911,151,1246,0,288,449,28,0,1400,279,325,223,28352,595
2022,4,29,1,29.04.2022 00:00,5076,1916,5133,897,0,3976,14027,7896,7729,214,2038,49615,-715,6030,5314,0,15,1298,38,1011,121,1400,371,536,2296,632,398,5,95,22,1709,408,19,0,951,2,17,206,27877,603
2022,4,29,2,29.04.2022 01:00,5076,1890,4646,759,0,3981,13917,7864,7763,191,2065,48675,-522,6805,6283,0,532,1143,32,1301,5,1248,583,561,2414,798,887,400,110,263,1750,391,15,0,380,178,97,203,27779,610
2022,4,29,3,29.04.2022 02:00,5085,1851,4026,714,0,3983,13948,7813,7737,72,2066,48605,-1311,7115,5804,0,615,846,113,1788,57,1150,719,346,2416,690,745,377,339,19,1750,390,12,0,265,198,84,203,27760,619
2022,4,29,4,29.04.2022 03:00,5088,1849,3374,618,0,3986,13906,7750,7776,144,2062,48655,-2102,7646,5544,0,615,1083,113,1895,63,1157,778,541,2419,132,1180,71,353,194,1750,394,10,35,287,42,78,203,27670,629
2022,4,29,5,29.04.2022 04:00,5079,1842,2903,622,0,3989,13975,7761,7845,195,2110,49622,-3302,8593,5291,0,615,1190,77,1454,26,1325,510,420,2432,91,1693,65,350,185,1750,407,11,44,877,110,252,205,27844,637
2022,4,29,6,29.04.2022 05:00,5061,1883,2422,647,14,3989,14271,7792,8757,552,2123,52183,-4671,10509,5838,0,334,1282,167,1018,247,1529,385,491,2439,789,1599,6,1763,151,1634,440,5,51,1399,81,537,214,28549,643
2022,4,29,7,29.04.2022 06:00,5061,2013,1987,601,1211,3989,14314,7919,10058,1231,2131,57727,-7213,11178,3966,0,0,530,90,546,984,974,238,270,1839,670,1579,110,2996,281,1054,482,3,0,1400,103,995,256,29193,629
2022,4,29,8,29.04.2022 07:00,5072,1955,1608,578,6295,3989,14352,7988,10183,2023,2146,62640,-6451,9514,3064,0,0,375,158,667,2141,642,69,437,1191,139,1616,169,2294,43,430,525,0,4,960,63,655,280,29362,575
2022,4,29,9,29.04.2022 08:00,5087,1983,1018,621,13208,3986,14291,7911,10124,2200,2154,65011,-2429,7270,4841,0,0,379,106,666,1748,550,138,627,1274,1392,1830,160,1022,236,645,537,0,7,480,287,27,291,29221,511
2022,4,29,10,29.04.2022 09:00,5073,1921,794,574,20698,3979,14198,7984,10117,2131,2161,66109,3520,6052,9573,0,0,181,0,2020,392,1289,417,1562,1549,2827,1445,650,448,1,1644,532,0,0,149,511,8,256,29185,454
2022,4,29,11,29.04.2022 10:00,5064,1838,941,660,26466,3971,13995,8211,9371,786,2172,68134,5340,6624,11964,0,0,583,732,2141,178,1351,773,1370,1810,3719,960,1398,0,25,1689,518,0,0,456,859,26,230,28886,417
2022,4,29,12,29.04.2022 11:00,5068,1811,1190,865,30320,3896,13412,8190,8027,276,2138,69184,6009,6177,12186,0,0,685,584,1534,440,1420,531,1114,1623,4036,166,1674,74,0,1750,501,0,252,877,970,132,217,27682,387
2022,4,29,13,29.04.2022 12:00,5081,1766,1500,1129,32250,3866,13682,8175,6771,153,2136,68652,7857,4108,11964,0,0,1451,172,2033,295,1368,493,945,1103,3485,165,1370,28,6,1288,490,0,0,469,816,95,208,27508,377
2022,4,29,14,29.04.2022 13:00,5092,1807,1839,1157,32101,3892,13344,7799,6516,80,2115,67484,8258,3091,11349,0,0,1646,79,1878,356,1412,248,620,392,3189,258,1140,10,180,1160,490,0,0,482,794,106,197,26704,369
2022,4,29,15,29.04.2022 14:00,5101,1798,2416,1126,29848,3947,13517,7220,6531,98,2086,66820,6868,3768,10636,0,0,2436,0,2000,21,1524,194,421,760,2744,745,361,296,57,900,492,0,0,531,601,321,195,26391,375
2022,4,29,16,29.04.2022 15:00,5116,1762,2943,1096,25508,3947,13851,6984,6505,83,2043,64881,4957,3686,8642,0,0,2683,86,1992,12,1363,157,83,1305,1617,860,58,309,108,657,497,0,44,99,197,201,195,26504,398
2022,4,29,17,29.04.2022 16:00,5126,1912,3213,1208,19780,3945,13914,7260,6698,298,2042,63470,1928,5495,7423,0,0,2564,8,1813,41,1249,235,402,2242,694,445,83,934,84,588,503,0,28,600,3,402,206,26868,434
2022,4,29,18,29.04.2022 17:00,5111,1885,3820,1291,13176,3943,14071,7862,7274,389,2043,62583,-1720,7423,5703,0,0,1790,0,1276,451,1437,247,257,2481,351,367,0,1330,25,843,508,0,45,1209,14,495,216,27747,484
2022,4,29,19,29.04.2022 18:00,5105,1846,4718,1547,6858,3943,14220,8033,9030,503,2004,62518,-4710,9283,4572,0,3,1568,0,1111,141,993,261,163,2409,155,1467,29,2079,24,949,522,4,0,1400,7,570,247,28640,528
2022,4,29,20,29.04.2022 19:00,5104,1785,5176,1613,2371,3943,14236,7999,9538,1264,1999,61360,-6332,10201,3869,0,12,1649,80,385,337,760,250,299,2369,19,2281,1,2338,50,460,523,11,2,1362,181,701,262,28809,568
2022,4,29,21,29.04.2022 20:00,5106,2011,5423,1457,191,3949,14250,7974,9635,2547,2010,59113,-4560,9241,4681,0,10,1995,89,332,689,816,272,443,2400,125,1727,0,2126,247,1,508,14,0,1400,215,513,266,28858,588
2022,4,29,22,29.04.2022 21:00,5098,1889,6065,1301,0,3954,14273,7752,9620,2457,2017,56919,-2494,6972,4477,0,43,836,118,1561,27,738,239,117,2320,427,481,45,1234,160,624,494,11,10,1410,89,465,255,28705,584
2022,4,29,23,29.04.2022 22:00,5086,1763,6747,1137,0,3955,14263,7556,9083,738,1961,53420,-1131,7261,6130,0,67,997,91,1643,612,1180,727,87,2409,1414,159,52,157,281,1382,474,15,0,1400,2,242,242,28249,577
2022,4,29,24,29.04.2022 23:00,5081,1757,6881,1039,0,3959,14184,7483,8684,387,1956,50052,1359,6719,8078,0,61,206,148,1776,428,1225,110,11,2467,3079,110,1283,0,60,977,438,18,0,1400,0,1000,218,27946,576
2022,4,30,1,30.04.2022 00:00,5062,1767,6783,913,0,3965,13932,6940,7004,199,1912,48009,469,4664,5133,0,484,2113,98,1454,224,767,26,176,1724,70,78,54,263,82,345,409,14,8,815,0,593,205,26533,578
2022,4,30,2,30.04.2022 01:00,5069,1770,6760,697,0,3967,13850,6185,6417,172,1931,46296,521,4083,4604,0,615,1938,142,1313,67,708,190,115,480,57,1247,15,80,5,623,382,17,0,259,71,363,189,25637,578
2022,4,30,3,30.04.2022 02:00,5075,1825,7040,560,0,3967,13807,6058,6236,123,1935,45283,1343,3335,4677,0,615,1850,282,1256,3,597,193,63,212,356,870,21,10,27,723,373,20,13,14,121,393,190,25426,574
2022,4,30,4,30.04.2022 03:00,5078,1783,7069,429,0,3967,13818,6005,6149,92,2056,45512,933,4228,5161,0,615,1932,344,1243,3,682,271,67,45,692,1548,53,81,17,827,368,21,40,0,67,473,187,25552,579
2022,4,30,5,30.04.2022 04:00,5059,1799,6787,293,0,3968,13819,6021,6122,103,2051,45330,692,4690,5382,0,615,1755,432,996,4,676,269,75,180,1264,1887,123,0,16,850,368,19,36,0,73,434,190,25542,585
2022,4,30,6,30.04.2022 05:00,5045,1734,6388,239,16,3969,13864,5970,6639,83,2109,45508,547,4814,5361,0,615,1716,267,916,6,629,369,130,476,1382,1666,92,0,22,868,379,23,26,0,69,524,195,25819,590
2022,4,30,7,30.04.2022 06:00,5034,1737,5728,233,748,3968,13846,5843,6659,117,2119,46109,-76,4653,4577,0,36,1584,120,1005,20,604,477,145,1159,733,1462,36,125,36,843,379,19,3,11,52,381,201,25717,589
2022,4,30,8,30.04.2022 07:00,5044,1674,4470,257,3798,3969,13841,5901,6641,125,2120,48526,-686,5610,4924,0,190,1695,161,986,70,537,535,295,1863,882,1367,9,147,28,461,391,17,97,361,4,438,207,25753,568
2022,4,30,9,30.04.2022 08:00,5049,1703,2972,268,8768,3969,13800,5911,6679,133,2113,52640,-1275,6717,5442,0,88,1877,261,1391,38,537,810,199,1565,830,1354,16,752,4,402,401,13,186,794,1,640,210,25718,529
2022,4,30,10,30.04.2022 09:00,5047,1663,2579,291,14363,3964,13766,5707,6497,165,2108,56207,-57,5061,5005,0,77,1626,30,1384,60,549,398,139,1491,861,1015,0,733,0,437,393,14,41,203,12,603,206,25439,478
2022,4,30,11,30.04.2022 10:00,5054,1685,2397,324,19692,3952,13772,5252,5834,79,2097,58268,1872,3795,5667,0,125,2009,0,1490,10,664,244,147,898,715,498,0,955,0,477,381,9,247,0,14,579,196,24814,434
2022,4,30,12,30.04.2022 11:00,5064,1791,2410,315,23337,3872,13731,4828,5612,50,2079,59427,3661,3516,7177,0,69,2489,0,1486,11,779,596,362,358,848,324,123,1082,0,448,383,7,521,0,186,621,187,24317,405
2022,4,30,13,30.04.2022 12:00,5078,1651,2437,269,24270,3864,13829,4775,5430,51,2044,59215,4484,3314,7798,0,80,2432,98,1449,75,612,494,363,0,1032,757,307,1077,0,380,377,7,758,0,468,346,180,24273,400
2022,4,30,14,30.04.2022 13:00,5093,1560,2532,283,23451,3853,13812,4726,5391,17,2031,59234,3515,4237,7752,0,154,2159,77,1164,20,504,367,463,12,1776,1479,241,1090,0,491,348,5,1023,3,74,539,173,24182,404
2022,4,30,15,30.04.2022 14:00,5093,1536,2764,328,21896,3921,13797,3891,5378,61,2014,58478,2201,4994,7194,0,203,2256,90,858,90,1272,931,81,92,549,1060,605,1301,38,565,336,5,1126,0,73,657,166,23460,406
2022,4,30,16,30.04.2022 15:00,5111,1591,3081,274,18562,3951,13824,3846,5362,62,1999,56799,863,8804,9667,0,186,2947,262,1045,793,1543,894,66,117,1769,3673,876,2139,149,483,340,5,930,0,2,252,160,23428,428
2022,4,30,17,30.04.2022 16:00,5108,1578,3416,229,14527,3948,13868,4863,5606,14,2010,55442,-274,9161,8887,0,216,3186,215,1264,468,1228,974,214,1291,1142,4088,699,1267,1,234,366,4,400,0,387,404,167,24413,466
2022,4,30,18,30.04.2022 17:00,5109,1628,3713,217,10157,3951,13823,5402,5879,225,2008,53992,-1881,9553,7672,0,140,2796,361,1828,1049,650,479,256,1311,1078,3792,140,1214,0,149,404,4,0,200,520,854,192,24897,506
2022,4,30,19,30.04.2022 18:00,5105,1751,4083,261,5672,3953,13470,5666,6645,473,2000,53715,-4637,9226,4590,0,119,2124,66,769,531,358,307,335,1526,162,3805,99,1054,0,212,429,4,0,799,314,803,226,24991,544
2022,4,30,20,30.04.2022 19:00,5101,1689,4098,287,2007,3953,13316,5732,7192,2113,2000,52963,-5477,9807,4331,0,146,1824,39,1040,668,473,632,200,1963,0,3157,225,1050,7,43,447,4,0,1399,115,706,247,25075,586
2022,4,30,21,30.04.2022 20:00,5098,1649,4447,304,189,3953,13278,5728,7146,2604,1997,51663,-5270,10300,5031,0,61,1618,21,998,706,985,672,269,2030,242,3934,154,714,205,2,448,3,0,1400,112,757,253,25009,606
2022,4,30,22,30.04.2022 21:00,5089,1632,4892,291,0,3954,13285,5713,7070,2363,2001,49860,-3572,8228,4656,0,193,1510,10,1314,130,743,428,275,1907,119,2971,50,556,71,20,452,4,0,1400,122,609,247,24982,602
2022,4,30,23,30.04.2022 22:00,5083,1652,4928,222,0,3955,13294,5604,6922,1612,1990,48033,-2771,7799,5028,0,210,2088,83,1021,20,337,263,138,2030,792,2434,136,460,1,363,448,3,0,1400,67,533,239,24832,602
2022,4,30,24,30.04.2022 23:00,5072,1652,4319,178,0,3957,13272,5544,6404,1129,1980,45034,-1525,7146,5620,0,615,1833,488,1137,325,402,565,103,1936,1399,929,244,0,0,627,419,4,0,1400,83,257,219,24552,611
2022,5,1,1,01.05.2022 00:00,5054,1630,3817,91,0,3959,13269,5258,6301,354,1989,43211,-1490,5982,4492,0,615,1449,31,1414,127,424,475,52,1107,75,1951,633,15,0,769,389,5,6,874,50,13,206,24295,619
2022,5,1,2,01.05.2022 01:00,5076,1688,3405,75,0,3959,13258,5001,6356,239,1989,42195,-1150,5778,4628,0,615,1060,72,1318,362,476,724,145,958,75,1434,1072,5,0,1080,368,7,0,444,114,77,200,24093,622
2022,5,1,3,01.05.2022 02:00,5073,1752,3057,56,0,3961,13276,4912,6242,214,1989,40878,-346,4571,4225,0,615,730,95,1435,157,396,696,25,557,122,1355,1022,1,0,988,365,9,38,57,92,41,198,23999,627
2022,5,1,4,01.05.2022 03:00,5071,1691,2766,50,0,3962,13679,4898,6272,155,1979,40871,-350,4607,4257,0,615,770,81,1128,77,508,848,157,556,140,1136,1018,0,0,1171,360,13,46,102,130,8,192,24430,637
2022,5,1,5,01.05.2022 04:00,5062,1697,2584,27,0,3962,13776,4905,6200,166,2021,41068,-669,4597,3928,0,615,719,112,838,36,516,916,97,559,134,1048,1107,0,0,1275,361,11,2,17,154,8,197,24568,643
2022,5,1,6,01.05.2022 05:00,5053,1814,2403,37,17,3963,13854,4932,6410,206,2035,40753,-30,4685,4655,0,615,654,133,934,55,466,1027,186,909,673,499,1013,19,0,1374,358,11,49,12,322,31,201,24768,643
2022,5,1,7,01.05.2022 06:00,5041,1726,2236,34,675,3962,13837,4858,6170,115,2042,40694,3,5524,5527,0,615,707,120,1148,260,342,1175,246,601,1015,1326,1136,0,0,1400,342,7,300,0,291,20,195,24613,638
2022,5,1,8,01.05.2022 07:00,5051,1764,1752,50,3540,3962,13864,4902,6268,47,2038,42639,600,4569,5169,0,615,1361,111,1248,413,400,972,205,39,666,1142,662,0,0,1267,337,0,137,0,153,10,195,24709,601
2022,5,1,9,01.05.2022 08:00,5065,1724,1022,41,8361,3961,13909,4907,6270,28,2022,46578,731,4889,5619,0,615,1877,66,1352,290,514,995,292,18,750,1412,285,105,0,1279,338,0,166,0,45,109,187,24737,550
2022,5,1,10,01.05.2022 09:00,5081,1715,713,15,14079,3959,13866,4891,5645,61,2019,50831,1213,4669,5882,0,615,2675,79,1651,101,570,854,114,2,243,1261,55,228,0,1143,342,0,180,23,52,363,182,24440,494
2022,5,1,11,01.05.2022 10:00,5089,1691,713,2,19364,3954,13534,4327,5237,15,2035,53582,2379,5504,7883,0,615,3233,18,2102,207,661,1126,611,0,30,1071,38,730,0,1220,344,0,795,37,69,480,177,23487,441
2022,5,1,12,01.05.2022 11:00,5101,1686,837,0,22912,3952,13487,3997,5087,10,1976,55484,3561,4855,8416,0,615,2499,20,2081,109,555,1255,1085,41,491,1151,29,395,0,846,350,0,1252,0,74,423,177,23034,409
2022,5,1,13,01.05.2022 12:00,5120,1676,932,0,24015,3951,12923,4052,5059,204,1954,54245,5640,3472,9112,0,615,2087,103,2408,519,753,1048,929,117,704,333,374,4,0,700,357,0,1400,0,100,33,175,22415,393
2022,5,1,14,01.05.2022 13:00,5116,1636,1073,1,24109,3947,12835,3582,5031,12,1959,54156,5145,4012,9157,0,615,2236,34,1789,501,1025,987,1167,51,441,973,645,3,24,821,336,0,1399,0,95,27,151,21932,387
2022,5,1,15,01.05.2022 14:00,5103,1625,1203,2,22836,3945,13139,3101,5041,9,1960,53052,4913,3473,8385,0,615,2243,8,1345,235,1119,911,1224,97,239,774,411,0,31,731,326,0,1400,0,47,102,140,21884,395
2022,5,1,16,01.05.2022 15:00,5105,1633,1295,3,19899,3946,13341,3016,5020,25,1962,51803,3442,4276,7718,0,615,2297,24,1307,202,1347,596,467,140,69,1806,364,4,32,732,338,0,1400,0,97,157,139,22035,418
2022,5,1,17,01.05.2022 16:00,5132,1647,1561,6,16240,3942,13610,3706,5270,62,1969,51065,2080,5192,7271,0,615,2282,37,1600,257,1292,629,531,82,225,2148,44,243,33,733,355,0,799,0,110,448,156,22999,455
2022,5,1,18,01.05.2022 17:00,5124,1643,1889,4,11642,3937,13848,4995,5805,311,2005,50844,359,6505,6865,0,615,2954,11,1992,1145,581,374,200,97,10,2016,379,753,0,700,385,0,200,0,164,794,187,24556,508
2022,5,1,19,01.05.2022 18:00,5118,1635,2265,6,6534,3937,13915,5807,6357,738,2014,51483,-3158,7844,4686,0,615,1175,364,1925,1067,769,655,96,211,104,2805,95,306,24,946,403,0,0,400,95,475,216,25507,566
2022,5,1,20,01.05.2022 19:00,5127,1728,2576,11,2334,3937,13903,6024,7082,1810,2019,50542,-3992,8363,4370,0,156,1181,140,1564,703,855,646,242,1320,0,2565,37,202,36,901,413,0,0,1000,42,730,249,25945,614
2022,5,1,21,01.05.2022 20:00,5113,1831,2919,12,240,3937,13986,6203,7184,2686,2009,50034,-3914,8959,5045,0,0,1521,73,1626,1235,935,484,111,1578,125,2966,58,152,69,503,418,4,0,1400,182,564,255,26206,640
2022,5,1,22,01.05.2022 21:00,5105,1775,3400,23,1,3937,13895,6256,7198,2226,2027,49124,-3282,8330,5048,0,0,1304,103,1531,881,737,161,329,1384,452,3154,44,34,50,630,422,5,0,1400,179,578,243,26181,636
2022,5,1,23,01.05.2022 22:00,5103,1688,3780,22,0,3939,13889,6311,6997,1479,2027,48185,-2949,8005,5056,0,399,1795,80,1526,436,862,480,84,1450,197,2543,44,38,6,846,422,8,0,1400,120,325,240,26146,632
2022,5,1,24,01.05.2022 23:00,5103,1628,3891,4,0,3941,13877,6206,6455,407,2018,45717,-2187,6743,4556,0,615,981,147,1592,73,768,662,235,1435,243,1395,222,0,6,1061,392,8,31,1053,86,294,216,25833,632
2022,5,2,1,02.05.2022 00:00,5092,1638,3688,0,0,3940,13853,6227,6326,292,1591,44376,-1730,5719,3990,0,615,1264,233,1264,1,598,394,45,1088,102,1872,338,0,0,641,375,12,0,587,4,276,206,25108,625
2022,5,2,2,02.05.2022 01:00,5085,1704,3505,0,0,3940,13905,6222,6288,287,1560,43307,-812,5569,4757,0,615,1394,34,1205,7,751,453,124,707,587,2484,311,0,0,830,361,18,13,12,11,409,200,25099,626
2022,5,2,3,02.05.2022 02:00,5079,1715,3229,2,0,3947,13899,6415,6348,299,1573,42795,-290,5121,4831,0,615,1473,70,1192,46,786,690,64,342,491,1949,372,0,0,1062,361,19,8,1,84,327,195,25291,631
2022,5,2,4,02.05.2022 03:00,5073,1642,3061,0,0,3948,13890,6542,6411,271,1564,43457,-1054,5257,4204,0,615,994,81,1254,2,747,822,98,93,208,2211,484,0,0,1148,362,19,1,0,56,266,194,25395,635
2022,5,2,5,02.05.2022 04:00,5061,1616,2826,0,0,3948,13933,6756,6495,252,1561,44508,-2059,5994,3935,0,615,1116,48,1194,0,690,300,141,1054,150,2420,232,0,0,882,377,13,0,200,35,462,196,25635,641
